0,1065.015
23.31729072,1064.4947
58.67772211,1063.8027
63.78991466,1063.8186
73.34809689,1063.8422
90.73452954,1064.2469
108.5341897,1064.3307
112.3198265,1064.4159
125.1996895,1063.7972
137.1971185,1063.2837
139.1950459,1063.3845
171.0357047,1063.8833
173.5537773,1063.8758
175.502611,1063.899
180.0685763,1063.9565
209.4452125,1064.3256
212.8086307,1064.2865
216.0652694,1064.0486
226.0320618,1063.3072
240.0891717,1063.2234
253.5089976,1063.7933
265.9262664,1064.1454
273.1392217,1065.9661
280.1789502,1067.3675
285.0580506,1069.6757
287.6631891,1069.8342
300.4089716,1069.3198
319.6605027,1068.6795
328.1402697,1068.3124
333.8427843,1069.3101
345.4928852,1072.4304
364.4327859,1074.8774
380.1760865,1076.181
380.1760865,1076.181
